               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,            0.041828,            0.073021,           0.0054007,             0.95682,             0.96748,             0.95493,             0.56687,            0.062643,            0.087524,            0.010899,           0.0021295,           0.0021295,           0.0021295
                 161,            0.040986,            0.071786,           0.0050334,             0.96193,             0.97245,             0.96221,             0.57875,            0.062862,            0.086994,            0.010854,             0.00208,             0.00208,             0.00208
                 162,            0.041987,            0.073492,           0.0054393,             0.95704,             0.96797,             0.95689,             0.56872,            0.063113,            0.085615,            0.010674,           0.0020305,           0.0020305,           0.0020305
                 163,            0.040897,             0.07206,           0.0052514,             0.95921,             0.96945,             0.95886,             0.57517,            0.062938,            0.085405,            0.010698,            0.001981,            0.001981,            0.001981
                 164,            0.041068,            0.072306,           0.0052503,             0.95865,             0.97046,             0.96059,             0.57658,            0.062376,            0.086844,            0.010786,           0.0019315,           0.0019315,           0.0019315
                 165,            0.041257,            0.071749,           0.0051994,              0.9621,             0.96964,             0.96161,             0.58474,            0.062401,            0.085753,             0.01055,            0.001882,            0.001882,            0.001882
                 166,            0.041271,            0.071122,           0.0053924,             0.95889,             0.97059,             0.95972,              0.5757,            0.062331,            0.086252,            0.010765,           0.0018325,           0.0018325,           0.0018325
                 167,            0.041351,            0.072602,           0.0053429,              0.9594,             0.96679,              0.9572,             0.57003,            0.062812,            0.088071,            0.010619,            0.001783,            0.001783,            0.001783
                 168,            0.041104,            0.070471,           0.0053114,             0.96059,             0.97192,             0.96239,             0.58243,            0.061943,            0.087175,            0.010796,           0.0017335,           0.0017335,           0.0017335
                 169,            0.041071,            0.071105,           0.0053558,             0.96178,             0.96777,             0.95823,             0.56847,            0.062296,            0.085761,            0.010629,            0.001684,            0.001684,            0.001684
                 170,            0.040798,            0.072228,           0.0053059,             0.95908,             0.97033,             0.95849,             0.57742,            0.062557,            0.087671,            0.010844,           0.0016345,           0.0016345,           0.0016345
                 171,            0.041018,            0.071783,           0.0052499,             0.95915,             0.97173,             0.96046,             0.57795,            0.062896,            0.087774,            0.010754,            0.001585,            0.001585,            0.001585
                 172,            0.041733,             0.07162,           0.0053926,             0.95996,             0.97234,             0.96266,             0.58266,            0.061973,            0.086562,            0.010665,           0.0015355,           0.0015355,           0.0015355
                 173,            0.041052,            0.074606,           0.0053339,             0.95992,             0.97068,             0.96256,             0.57168,            0.062289,            0.087056,            0.010667,            0.001486,            0.001486,            0.001486
                 174,            0.040823,            0.071238,           0.0052319,             0.95665,             0.96897,             0.95886,             0.56959,            0.062752,            0.087484,            0.010758,           0.0014365,           0.0014365,           0.0014365
                 175,             0.04101,            0.071643,           0.0053599,             0.95911,             0.97184,             0.95882,             0.57407,            0.062659,            0.087744,            0.010701,            0.001387,            0.001387,            0.001387
                 176,            0.040869,            0.070785,           0.0052318,              0.9578,             0.96604,             0.95623,             0.56618,            0.063448,            0.088262,            0.010667,           0.0013375,           0.0013375,           0.0013375
                 177,            0.040816,            0.069855,           0.0052085,             0.95781,              0.9682,             0.95738,             0.57311,            0.063281,            0.088223,            0.010498,            0.001288,            0.001288,            0.001288
